sentence,context,subject,verb,verb_pos,subject_number,verb_number,verb_form,verb_person,n_intervening,n_diff_intervening,distance,split_origin
"Vecinos de Salou , Cambrils y Tarragona lamentan que la policía no les advirtiera del riesgo tras recibir los anónimos .","Vecinos de Salou , Cambrils y Tarragona lamentan que la policía no les advirtiera",policía,advirtiera,13,Sing,Sing,Fin,3,0,0,3,test
"La mujer asegura que ha cambiado sus hábitos a raíz de la explosión : "" Yo bajaba cada día a pasear a los perros y desde entonces voy a otro sitio "" .",La mujer asegura,mujer,asegura,2,Sing,Sing,Fin,3,0,0,1,test
"La mujer asegura que ha cambiado sus hábitos a raíz de la explosión : "" Yo bajaba cada día a pasear a los perros y desde entonces voy a otro sitio "" .","La mujer asegura que ha cambiado sus hábitos a raíz de la explosión : "" Yo bajaba",Yo,bajaba,16,Sing,Sing,Fin,3,0,0,1,test
Los residentes en este tranquilo paraje de la Costa Daurada viven con temor .,Los residentes en este tranquilo paraje de la Costa Daurada viven,residentes,viven,10,Plur,Plur,Fin,3,1,1,9,test
"También se queja de que existe poca vigilancia : "" Es un rincón muy solitario "" .",También se queja de que existe,vigilancia,existe,5,Sing,Sing,Fin,3,0,0,2,test
"La mujer recuerda que en Cala Crancs juegan familias enteras en la arena , por lo que pudo ocurrir una tragedia .",La mujer recuerda,mujer,recuerda,2,Sing,Sing,Fin,3,0,0,1,test
"La mujer recuerda que en Cala Crancs juegan familias enteras en la arena , por lo que pudo ocurrir una tragedia .",La mujer recuerda que en Cala Crancs juegan,familias,juegan,7,Plur,Plur,Fin,3,0,0,1,test
"Otra vecina manifiesta que su comportamiento no ha variado y afirma que en la zona reina la tranquilidad : "" La bomba del día 21 fue una anécdota "" .",Otra vecina manifiesta,vecina,manifiesta,2,Sing,Sing,Fin,3,0,0,1,test
"Otra vecina manifiesta que su comportamiento no ha variado y afirma que en la zona reina la tranquilidad : "" La bomba del día 21 fue una anécdota "" .",Otra vecina manifiesta que su comportamiento no ha variado y afirma que en la zona reina,tranquilidad,reina,15,Sing,Sing,Fin,2,0,0,2,test
No aparecen más artefactos .,No aparecen,artefactos,aparecen,1,Plur,Plur,Fin,3,0,0,2,test
"La mayoría piensa que el Ayuntamiento de Salou y la policía , que conocían las amenazas , debían haber avisado a la población .",La mayoría piensa,mayoría,piensa,2,Sing,Sing,Fin,3,0,0,1,test
"Aunque se justificó la discreción en necesidades de la propia investigación , fuentes municipales de Salou reconocieron que inicialmente no se había dado credibilidad a la extorsión y se quería evitar la alarma por las negativas consecuencias que pudiera tener en el sector turístico .",Aunque se justificó,discreción,justificó,2,Sing,Sing,Fin,3,0,0,2,test
"Aunque se justificó la discreción en necesidades de la propia investigación , fuentes municipales de Salou reconocieron que inicialmente no se había dado credibilidad a la extorsión y se quería evitar la alarma por las negativas consecuencias que pudiera tener en el sector turístico .","Aunque se justificó la discreción en necesidades de la propia investigación , fuentes municipales de Salou reconocieron",fuentes,reconocieron,16,Plur,Plur,Fin,3,0,0,4,test
"El impacto de los aludes en los Alpes y el hecho de que las explosiones de Salou no se vincularan con una actuación terrorista desviaron la atención informativa , según explicaron fuentes de los turoperadores de la zona .",El impacto de los aludes en los Alpes y el hecho de que las explosiones de Salou no se vincularan,explosiones,vincularan,19,Plur,Plur,Fin,3,0,0,5,test
"El impacto de los aludes en los Alpes y el hecho de que las explosiones de Salou no se vincularan con una actuación terrorista desviaron la atención informativa , según explicaron fuentes de los turoperadores de la zona .","El impacto de los aludes en los Alpes y el hecho de que las explosiones de Salou no se vincularan con una actuación terrorista desviaron la atención informativa , según explicaron",fuentes,explicaron,30,Plur,Plur,Fin,3,0,0,1,test
"Los responsables de la investigación creen poco probable que haya más bombas enterradas en la Costa Daurada , como indicaban los anónimos recibidos por los patronatos de turismo de las tres localidades .",Los responsables de la investigación creen,responsables,creen,5,Plur,Plur,Fin,3,1,1,4,test
"Los responsables de la investigación creen poco probable que haya más bombas enterradas en la Costa Daurada , como indicaban los anónimos recibidos por los patronatos de turismo de las tres localidades .","Los responsables de la investigación creen poco probable que haya más bombas enterradas en la Costa Daurada , como indicaban",anónimos,indicaban,19,Plur,Plur,Fin,3,0,0,2,test
El consejo de administración de Telefónica aplazó el debate sobre la continuidad de Juan Villalonga hasta que la Comisión Nacional del Mercado de Valores concluya la investigación para aclarar si éste utilizó información privilegiada en operaciones bursátiles .,El consejo de administración de Telefónica aplazó,consejo,aplazó,6,Sing,Sing,Fin,3,1,0,5,test
El consejo de administración de Telefónica aplazó el debate sobre la continuidad de Juan Villalonga hasta que la Comisión Nacional del Mercado de Valores concluya la investigación para aclarar si éste utilizó información privilegiada en operaciones bursátiles .,El consejo de administración de Telefónica aplazó el debate sobre la continuidad de Juan Villalonga hasta que la Comisión Nacional del Mercado de Valores concluya la investigación para aclarar si éste utilizó,éste,utilizó,31,Sing,Sing,Fin,3,0,0,1,test
"UN INCENDIO se desató el martes por la noche cuando un grupo de presos quemó sus colchones para protestar contra los guardias de la prisión , tras un incidente con un recluso que había intentado suicidarse suicidar se .",UN INCENDIO se desató,INCENDIO,desató,3,Sing,Sing,Fin,3,0,0,2,test
"UN INCENDIO se desató el martes por la noche cuando un grupo de presos quemó sus colchones para protestar contra los guardias de la prisión , tras un incidente con un recluso que había intentado suicidarse suicidar se .",UN INCENDIO se desató el martes por la noche cuando un grupo de presos quemó,grupo,quemó,14,Sing,Sing,Fin,3,1,1,3,test
Las llamas se extendieron rápidamente .,Las llamas se extendieron,llamas,extendieron,3,Plur,Plur,Fin,3,0,0,2,test
"Para cuando intervinieron los bomberos , 13 habían muerto .",Para cuando intervinieron,bomberos,intervinieron,2,Plur,Plur,Fin,3,0,0,2,test
"El ex vicelehendakari socialista señaló que el actual enfrentamiento político y social se traduce "" en un progresivo rearme de los polos opuestos "" .",El ex vicelehendakari socialista señaló,vicelehendakari,señaló,4,Sing,Sing,Fin,3,0,0,2,test
"El ex vicelehendakari socialista señaló que el actual enfrentamiento político y social se traduce "" en un progresivo rearme de los polos opuestos "" .",El ex vicelehendakari socialista señaló que el actual enfrentamiento político y social se traduce,enfrentamiento,traduce,13,Sing,Sing,Fin,3,0,0,5,test
"Si el secretario general de los socialistas obtiene éxito en su cara a cara con José María Aznar el 22 y 23 de este mes y evita el fracaso que Protagonizó Josep Borrell hace un año , su designación como candidato a la Moncloa estará prácticamente garantizada .",Si el secretario general de los socialistas obtiene,secretario,obtiene,7,Sing,Sing,Fin,3,1,1,5,test
El presidente de Castilla-La Mancha comenzó ayer a modificar su discurso al introducir la posibilidad de asumir otras responsabilidades fuera de su comunidad .,El presidente de Castilla-La Mancha comenzó,presidente,comenzó,5,Sing,Sing,Fin,3,0,0,4,test
"El presidente andaluz , Manuel Chaves , sin embargo , no lo ve con buenos ojos y ayer recordó a Bono que "" si se presenta como candidato a las autonómicas es porque adquiere el compromiso de agotar toda esta legislatura "" .","El presidente andaluz , Manuel Chaves , sin embargo , no lo ve",presidente,ve,12,Sing,Sing,Fin,3,0,0,11,test
Dice que cada día 250 millones de personas en todo el mundo ven sus programas .,Dice que cada día 250 millones de personas en todo el mundo ven,millones,ven,12,Plur,Plur,Fin,3,2,1,7,test
"La obra , que costaría 200 millones de pesetas y que el consistorio quiere realizar en este mandato , facilitaría la conexión del barrio de la carretera de Santpedor con el Eix Transversal y eliminaría el actual colapso circulatorio de la plaza de la Creu .","La obra , que costaría 200 millones de pesetas y que el consistorio quiere",consistorio,quiere,13,Sing,Sing,Fin,3,0,0,1,test
"La obra , que costaría 200 millones de pesetas y que el consistorio quiere realizar en este mandato , facilitaría la conexión del barrio de la carretera de Santpedor con el Eix Transversal y eliminaría el actual colapso circulatorio de la plaza de la Creu .","La obra , que costaría 200 millones de pesetas y que el consistorio quiere realizar en este mandato , facilitaría",obra,facilitaría,19,Sing,Sing,Fin,3,3,1,18,test
"El desperfecto , que se produce en una obra acabada hace dos años , se detectó el viernes .","El desperfecto , que se produce en una obra acabada hace dos años , se detectó",desperfecto,detectó,15,Sing,Sing,Fin,3,2,1,14,test
"Tras las multas , los vehículos quedan inmovilizados hasta que se subsanan las irregularidades .","Tras las multas , los vehículos quedan",vehículos,quedan,6,Plur,Plur,Fin,3,0,0,1,test
"Tras las multas , los vehículos quedan inmovilizados hasta que se subsanan las irregularidades .","Tras las multas , los vehículos quedan inmovilizados hasta que se subsanan",irregularidades,subsanan,11,Plur,Plur,Fin,3,0,0,2,test
El primer fin de semana de junio las carreteras catalanas se cobraron 16 vidas en ocho accidentes mortales .,El primer fin de semana de junio las carreteras catalanas se cobraron,carreteras,cobraron,11,Plur,Plur,Fin,3,0,0,3,test
"El domingo 7 , poco antes del mediodía , se registró el más grave .","El domingo 7 , poco antes del mediodía , se registró",grave,registró,10,Sing,Sing,Fin,3,0,0,3,test
"El conductor de un Fiat Uno Turbo que viajaba por la autopista A-16 perdió el control del vehículo a la altura de Viladecans ( Baix Llobregat ) , atravesó la mediana de separación y colisionó con un Nissan Serena que circulaba en sentido contrario .",El conductor de un Fiat Uno Turbo que viajaba por la autopista A-16 perdió,conductor,perdió,13,Sing,Sing,Fin,3,1,0,12,test
"Los cinco jóvenes de entre 18 y 20 años que viajaban en el primer vehículo murieron calcinados y una mujer que iba en la furgoneta implicada perdió , igualmente , la vida .",Los cinco jóvenes de entre 18 y 20 años que viajaban en el primer vehículo murieron,jóvenes,murieron,15,Plur,Plur,Fin,3,2,1,13,test
"Los cinco jóvenes de entre 18 y 20 años que viajaban en el primer vehículo murieron calcinados y una mujer que iba en la furgoneta implicada perdió , igualmente , la vida .",Los cinco jóvenes de entre 18 y 20 años que viajaban en el primer vehículo murieron calcinados y una mujer que iba en la furgoneta implicada perdió,mujer,perdió,26,Sing,Sing,Fin,3,1,0,7,test
EL CRIMEN DE ROCÍO WANNINKHOF CONMOCIONÓ A LA LOCALIDAD DE MIJAS .,EL CRIMEN DE ROCÍO WANNINKHOF CONMOCIONÓ,CRIMEN,CONMOCIONÓ,5,Sing,Sing,Fin,3,0,0,4,test
Cientos de personas se movilizaron inmediatamente para dar con su paradero .,Cientos de personas se movilizaron,Cientos,movilizaron,4,Plur,Plur,Fin,3,1,0,4,test
La familia reconoció algunas pertenencias de la joven halladas junto al cadáver .,La familia reconoció,familia,reconoció,2,Sing,Sing,Fin,3,0,0,1,test
"Un tribunal popular juzgó a Vázquez , en medio de gran expectación , en septiembre del 2001 .",Un tribunal popular juzgó,tribunal,juzgó,3,Sing,Sing,Fin,3,0,0,2,test
"EL ACCIDENTE se produjo ayer por la tarde en la fábrica que la compañía Atofina , filial de Totalfinaelf , tiene en el municipio .",EL ACCIDENTE se produjo,ACCIDENTE,produjo,3,Sing,Sing,Fin,3,0,0,2,test
"EL ACCIDENTE se produjo ayer por la tarde en la fábrica que la compañía Atofina , filial de Totalfinaelf , tiene en el municipio .","EL ACCIDENTE se produjo ayer por la tarde en la fábrica que la compañía Atofina , filial de Totalfinaelf , tiene",compañía,tiene,20,Sing,Sing,Fin,3,1,0,7,test
Un empleado de Isolana Montajes sufrió un siniestro cuando realizaba unos trabajos en la planta .,Un empleado de Isolana Montajes sufrió,empleado,sufrió,5,Sing,Sing,Fin,3,0,0,4,test
El peso industrial de Catalunya no tiene su correspondencia en una patronal fuerte y unida .,El peso industrial de Catalunya no tiene,peso,tiene,6,Sing,Sing,Fin,3,0,0,5,test
"Organizaciones con intereses convergentes , pero desunidos , se disputan el rol de defensores del pequeño empresario .","Organizaciones con intereses convergentes , pero desunidos , se disputan",Organizaciones,disputan,9,Plur,Plur,Fin,3,1,0,9,test
"Con esta artillería , las quejas patronales apenas resuenan más allá de la Franja de Ponent , o llegan distorsionadas .","Con esta artillería , las quejas patronales apenas resuenan",quejas,resuenan,8,Plur,Plur,Fin,3,0,0,3,test
Para ello hace falta un proceso lento pero seguro de convergencia y unión .,Para ello hace,proceso,hace,2,Sing,Sing,Fin,3,0,0,3,test
Pero no de la que algunos piensan .,Pero no de la que algunos piensan,algunos,piensan,6,Plur,Plur,Fin,3,0,0,1,test
"Cuatro grandes grúas y dos trenes taller , capacitados para reparar y reponer infraestructuras , trabajaron ayer en Torredembarra con el objetivo de que el próximo Jueves las vías puedan recuperar el servicio .","Cuatro grandes grúas y dos trenes taller , capacitados para reparar y reponer infraestructuras , trabajaron",grúas,trabajaron,15,Plur,Plur,Fin,3,3,1,13,test
""" Estamos cumpliendo las previsiones "" , señalaron fuentes de la compañía .",""" Estamos cumpliendo las previsiones "" , señalaron",fuentes,señalaron,7,Plur,Plur,Fin,3,0,0,1,test
Los operarios de Renfe y empresas subcontratadas aprovechan que las unidades son apartadas para instalar nuevos raíles .,Los operarios de Renfe y empresas subcontratadas aprovechan,operarios,aprovechan,7,Plur,Plur,Fin,3,1,0,6,test
"Unos 30 convoyes se vieron afectados ayer por desvíos y transbordos , lo que afectó a unos 10.000 viajeros .",Unos 30 convoyes se vieron,convoyes,vieron,4,Plur,Plur,Fin,3,0,0,2,test
Los retrasos oscilaron entre una y dos horas .,Los retrasos oscilaron,retrasos,oscilaron,2,Plur,Plur,Fin,3,0,0,1,test
Unos 30 autobuses ayudaron en algunos puntos de la red ferroviaria a agilizar el servicio o a cubrir el tramo entre Sant Vicenç de Calders ( Baix Penedès ) y Tarragona .,Unos 30 autobuses ayudaron,autobuses,ayudaron,3,Plur,Plur,Fin,3,0,0,1,test
"Tres heridos fueron ayer dados de alta , por lo que 35 personas permanecían anoche ingresadas en hospitales de Tarragona , Reus , Valls , Viladecans , Martorell , Ontinyent , Madrid y Barcelona .","Tres heridos fueron ayer dados de alta , por lo que 35 personas permanecían",personas,permanecían,13,Plur,Plur,Fin,3,0,0,1,test
Tres se hallan muy graves .,Tres se hallan,Tres,hallan,2,Plur,Plur,Fin,3,0,0,2,test
"Los médicos se mostraban ayer preocupados por la evolución de uno de los heridos , atendido en la unidad de cuidados intensivos del Hospital Joan XXIII de Tarragona .",Los médicos se mostraban,médicos,mostraban,3,Plur,Plur,Fin,3,0,0,2,test
La vista no se celebró por falta de jueces .,La vista no se celebró,vista,celebró,4,Sing,Sing,Fin,3,0,0,3,test
"La decisión del CGPJ responde al recurso presentado por el anterior presidente de la Audiencia de Barcelona , Gerard Thomas , contra la orden de Béjar , al considerar que provocaba la suspensión de juicios .",La decisión del CGPJ responde,decisión,responde,4,Sing,Sing,Fin,3,0,0,3,test
El régimen de las prisiones ha oscilado siempre entre la mano dura o un sistema de integración y rehabilitación de los penados tal como prescribe la ley .,El régimen de las prisiones ha oscilado siempre entre la mano dura o un sistema de integración y rehabilitación de los penados tal como prescribe,ley,prescribe,24,Sing,Sing,Fin,3,0,0,2,test
La sociedad se juega mucho en la gestión penitenciaria cotidiana .,La sociedad se juega,sociedad,juega,3,Sing,Sing,Fin,3,0,0,2,test
"Pero la cruda realidad , como la norteamericana , nos muestra que estos métodos generan más violencia y aumentan concretamente 10 veces más la delincuencia , las víctimas y las prisiones .","Pero la cruda realidad , como la norteamericana , nos muestra",realidad,muestra,10,Sing,Sing,Fin,3,0,0,7,test
"Pero la cruda realidad , como la norteamericana , nos muestra que estos métodos generan más violencia y aumentan concretamente 10 veces más la delincuencia , las víctimas y las prisiones .","Pero la cruda realidad , como la norteamericana , nos muestra que estos métodos generan",métodos,generan,14,Plur,Plur,Fin,3,0,0,1,test
Una ginecóloga exigió a la víctima que primero denunciara la agresión .,Una ginecóloga exigió,ginecóloga,exigió,2,Sing,Sing,Fin,3,0,0,1,test
La ginecóloga pidió a la mujer que primero presentara la denuncia contra su agresor .,La ginecóloga pidió,ginecóloga,pidió,2,Sing,Sing,Fin,3,0,0,1,test
"Según informaron fuentes de la federación , el incidente se produjo en la madrugada del 31 de mayo , cuando "" E. M. M. fue violada analmente por su pareja , que le causó graves y dolorosas lesiones "" .",Según informaron,fuentes,informaron,1,Plur,Plur,Fin,3,0,0,1,test
"Según informaron fuentes de la federación , el incidente se produjo en la madrugada del 31 de mayo , cuando "" E. M. M. fue violada analmente por su pareja , que le causó graves y dolorosas lesiones "" .","Según informaron fuentes de la federación , el incidente se produjo",incidente,produjo,10,Sing,Sing,Fin,3,0,0,2,test
"Tras la violación , la mujer fue a interponer una denuncia en comisaría , "" pero como sufría hemorragias y pérdida de conocimiento , la propia policía llamó a una ambulancia y la envió al Hospital La Paz "" .","Tras la violación , la mujer fue a interponer una denuncia en comisaría , "" pero como sufría hemorragias y pérdida de conocimiento , la propia policía llamó",policía,llamó,27,Sing,Sing,Fin,3,0,0,1,test
"Allí , "" la ginecóloga le exigió la denuncia previa para asistirla asistir la clínicamente "" .","Allí , "" la ginecóloga le exigió",ginecóloga,exigió,6,Sing,Sing,Fin,3,0,0,2,test
"Florentina Alarcón manifestó que la mujer se encuentra ya en su domicilio , en cama y con fuertes dolores .",Florentina Alarcón manifestó que la mujer se encuentra,mujer,encuentra,7,Sing,Sing,Fin,3,0,0,2,test
"Fuentes del Hospital La Paz , cuyo jefe es Carlos Villasante , indicaron que hasta hoy no podían dar información sobre el caso .","Fuentes del Hospital La Paz , cuyo jefe es Carlos Villasante , indicaron",Fuentes,indicaron,12,Plur,Plur,Fin,3,1,1,12,test
El suceso se registró cuando el hombre sufrió un infarto a pocos metros del centro hospitalario .,El suceso se registró,suceso,registró,3,Sing,Sing,Fin,3,0,0,2,test
El suceso se registró cuando el hombre sufrió un infarto a pocos metros del centro hospitalario .,El suceso se registró cuando el hombre sufrió,hombre,sufrió,7,Sing,Sing,Fin,3,0,0,1,test
"Según testigos presenciales , pese a que personal del centro salió a la puerta para comprobar lo que ocurría , nadie se dirigió al lugar en el que se encontraba la víctima , que falleció después .","Según testigos presenciales , pese a que personal del centro salió",personal,salió,10,Sing,Sing,Fin,3,1,0,3,test
"Según testigos presenciales , pese a que personal del centro salió a la puerta para comprobar lo que ocurría , nadie se dirigió al lugar en el que se encontraba la víctima , que falleció después .","Según testigos presenciales , pese a que personal del centro salió a la puerta para comprobar lo que ocurría , nadie se dirigió",nadie,dirigió,22,Sing,Sing,Fin,3,0,0,2,test
"Según testigos presenciales , pese a que personal del centro salió a la puerta para comprobar lo que ocurría , nadie se dirigió al lugar en el que se encontraba la víctima , que falleció después .","Según testigos presenciales , pese a que personal del centro salió a la puerta para comprobar lo que ocurría , nadie se dirigió al lugar en el que se encontraba",víctima,encontraba,29,Sing,Sing,Fin,3,0,0,2,test
"El hospital alega que cuando una doctora iba a ir , ya había llegado una ambulancia del 061 .",El hospital alega,hospital,alega,2,Sing,Sing,Fin,3,0,0,1,test
"El centro comercial de Sant Andreu , que abrió sus puertas en Junio pasado , prevé para este año una facturación semestral de 15.000 millones , según Europa Press .","El centro comercial de Sant Andreu , que abrió sus puertas en Junio pasado , prevé",centro,prevé,15,Sing,Sing,Fin,3,1,1,14,test
"Para este año , la dirección del centro espera 14 millones de visitantes .","Para este año , la dirección del centro espera",dirección,espera,8,Sing,Sing,Fin,3,1,0,3,test
Las ganancias de 1.527 millones de pesetas respondieron a un crecimiento homogéneo de todas las áreas de negocio .,Las ganancias de 1.527 millones de pesetas respondieron,ganancias,respondieron,7,Plur,Plur,Fin,3,1,0,6,test
"El volumen de clientes creció el 26% y el margen de explotación lo hizo en un 74,2% .",El volumen de clientes creció,volumen,creció,4,Sing,Sing,Fin,3,1,1,3,test
"El volumen de clientes creció el 26% y el margen de explotación lo hizo en un 74,2% .",El volumen de clientes creció el 26% y el margen de explotación lo hizo,margen,hizo,13,Sing,Sing,Fin,3,1,0,4,test
Los activos aumentaron el 72% .,Los activos aumentaron,activos,aumentaron,2,Plur,Plur,Fin,3,0,0,1,test
Esta cifra supuso un alza del 18% con respecto al año anterior .,Esta cifra supuso,cifra,supuso,2,Sing,Sing,Fin,3,0,0,1,test
"El margen ordinario creció el 12,3% y los ingresos por la gestión de fondos de inversión subieron el 32% .",El margen ordinario creció,margen,creció,3,Sing,Sing,Fin,3,0,0,2,test
"El margen ordinario creció el 12,3% y los ingresos por la gestión de fondos de inversión subieron el 32% .","El margen ordinario creció el 12,3% y los ingresos por la gestión de fondos de inversión subieron",ingresos,subieron,16,Plur,Plur,Fin,3,3,2,8,test
La comisión mixta Congreso-Senado sobre drogas respaldó ayer el experimento piloto sobre narcosalas que va a llevar a cabo la comunidad de Madrid en colaboración con el Plan Nacional sobre Drogas .,La comisión mixta Congreso-Senado sobre drogas respaldó,comisión,respaldó,6,Sing,Sing,Fin,3,1,1,5,test
"El proyecto pretende abrir centros para heroinómanos en los que se faciliten jeringuillas , asistencia médica y social ( alimentación , vestido e higiene ) .",El proyecto pretende,proyecto,pretende,2,Sing,Sing,Fin,3,0,0,1,test
"El proyecto pretende abrir centros para heroinómanos en los que se faciliten jeringuillas , asistencia médica y social ( alimentación , vestido e higiene ) .",El proyecto pretende abrir centros para heroinómanos en los que se faciliten,jeringuillas,faciliten,11,Plur,Plur,Fin,3,0,0,1,test
"El delegado del plan , Gonzalo Robles , explicó que se trata de un proyecto de prevención del daño y atención sanitaria , que además persigue "" devolver la dignidad "" a personas que viven en condiciones "" lamentables "" .","El delegado del plan , Gonzalo Robles , explicó",delegado,explicó,8,Sing,Sing,Fin,3,1,0,7,test
""" Vendrán toxicómanos de otras partes "" , avisó la diputada Dolores García .",""" Vendrán",toxicómanos,Vendrán,1,Plur,Plur,Fin,3,0,0,1,test
""" Vendrán toxicómanos de otras partes "" , avisó la diputada Dolores García .",""" Vendrán toxicómanos de otras partes "" , avisó",diputada,avisó,8,Sing,Sing,Fin,3,0,0,2,test
Un preso degüella a otro en la enfermería de la cárcel de Lleida .,Un preso degüella,preso,degüella,2,Sing,Sing,Fin,3,0,0,1,test
"La víctima , pese a la gravedad de las heridas , consiguió sobrevivir .","La víctima , pese a la gravedad de las heridas , consiguió",víctima,consiguió,11,Sing,Sing,Fin,3,0,0,10,test
"Los hechos ocurrieron la semana pasada cuando Inocencio Salazar , conocido como El Fati , atacó a otro recluso sin mediar palabra y sin que hubieran protagonizado ninguna discusión .",Los hechos ocurrieron,hechos,ocurrieron,2,Plur,Plur,Fin,3,0,0,1,test
"El herido , que fue atendido en el mismo centro , tenía un corte de 12 centímetros en el cuello .","El herido , que fue atendido en el mismo centro , tenía",herido,tenía,11,Sing,Sing,Fin,3,1,0,10,test
"Los montañeros , de La Coruña y de entre 18 y 22 años , llamaron a un hostal para pedir auxilio .","Los montañeros , de La Coruña y de entre 18 y 22 años , llamaron",montañeros,llamaron,14,Plur,Plur,Fin,3,1,0,13,test
Los agentes iniciaron la búsqueda a las diez de la noche del domingo .,Los agentes iniciaron,agentes,iniciaron,2,Plur,Plur,Fin,3,0,0,1,test
"Algunos sufrían principio de congelación , pero no tuvieron que ser hospitalizados .",Algunos sufrían,Algunos,sufrían,1,Plur,Plur,Fin,3,0,0,1,test
La edición de este año se celebrará del 24 de febrero al 5 de marzo próximos en las Drassanes de Barcelona .,La edición de este año se celebrará,edición,celebrará,6,Sing,Sing,Fin,3,1,0,5,test
LA NUEVA NORMATIVA obliga a los ayuntamientos a reservar un mínimo del 20% del suelo urbano y residencial de nueva ocupación para viviendas de protección oficial .,LA NUEVA NORMATIVA obliga,NORMATIVA,obliga,3,Sing,Sing,Fin,3,0,0,1,test
La ley prevé que los consistorios - - a excepción del de Barcelona - - regularán su política urbanística bajo la supervisión de la Generalitat .,La ley prevé,ley,prevé,2,Sing,Sing,Fin,3,0,0,1,test
La ley prevé que los consistorios - - a excepción del de Barcelona - - regularán su política urbanística bajo la supervisión de la Generalitat .,La ley prevé que los consistorios - - a excepción del de Barcelona - - regularán,consistorios,regularán,15,Plur,Plur,Fin,3,0,0,10,test
La Carta también abre la posibilidad de que se asuman todas aquellas competencias que no detenten administraciones superiores .,La Carta también abre la posibilidad de que se asuman,competencias,asuman,9,Plur,Plur,Fin,3,0,0,3,test
Un obrero entregó ayer un casco al Papa al final de la misa que celebró en Tor Vergata con motivo del Jubileo de los Trabajadores .,Un obrero entregó,obrero,entregó,2,Sing,Sing,Fin,3,0,0,1,test
"En la parte superior , a la derecha , una imagen de la concentración celebrada en Hannóver , a la que el canciller Schröder asistió en compañía de los dirigentes sindicales .","En la parte superior , a la derecha , una imagen de la concentración celebrada en Hannóver , a la que el canciller Schröder asistió",canciller,asistió,24,Sing,Sing,Fin,3,0,0,2,test
"Junto a estas líneas , un joven "" autónomo "" se pasea desnudo frente a la policía suiza de Zúrich , donde también se produjeron enfrentamientos .","Junto a estas líneas , un joven "" autónomo "" se pasea",joven,pasea,11,Sing,Sing,Fin,3,0,0,5,test
"Junto a estas líneas , un joven "" autónomo "" se pasea desnudo frente a la policía suiza de Zúrich , donde también se produjeron enfrentamientos .","Junto a estas líneas , un joven "" autónomo "" se pasea desnudo frente a la policía suiza de Zúrich , donde también se produjeron",enfrentamientos,produjeron,24,Plur,Plur,Fin,3,0,0,1,test
"EL MINISTRO de Defensa , Federico Trillo , entregó ayer al director de El Periódico de Aragón , Miguel Angel Liso , uno de los Premios Defensa 2001 en el apartado de comunicación .","EL MINISTRO de Defensa , Federico Trillo , entregó",MINISTRO,entregó,8,Sing,Sing,Fin,3,0,0,7,test
"Al acto , enmarcado dentro de la Semana de las Fuerzas Armadas , asistieron también los ministros Juan José Lucas y Francisco Alvarez-Cascos .","Al acto , enmarcado dentro de la Semana de las Fuerzas Armadas , asistieron",ministros,asistieron,13,Plur,Plur,Fin,3,0,0,3,test
El ' president ' reitera que la paga catalana ha forzado la revisión del Pacto de Toledo .,El ' president ' reitera,president,reitera,4,Sing,Sing,Fin,3,0,0,2,test
"La cantidad total , 465 millones de pesetas , saldrá de los presupuestos de Benestar Social .","La cantidad total , 465 millones de pesetas , saldrá",cantidad,saldrá,9,Sing,Sing,Fin,3,1,1,8,test
"El president aseguró que este concepto "" no rompe el Pacto de Toledo "" porque no va contra la igualdad entre pensionistas ni afecta a los recursos de la caja única de la Seguridad Social .",El president aseguró,president,aseguró,2,Sing,Sing,Fin,3,0,0,1,test
"El president aseguró que este concepto "" no rompe el Pacto de Toledo "" porque no va contra la igualdad entre pensionistas ni afecta a los recursos de la caja única de la Seguridad Social .","El president aseguró que este concepto "" no rompe",concepto,rompe,8,Sing,Sing,Fin,3,0,0,3,test
""" Lo más importante - - recalcó - - no son las 7.800 pesetas , sino que se vuelva a plantear que los beneficios que España SA obtiene de la mejora de la situación económica se dediquen en parte a hacer justicia social a los más necesitados "" .",""" Lo más importante - - recalcó - - no son las 7.800 pesetas , sino que se vuelva a plantear que los beneficios que España SA obtiene de la mejora de la situación económica se dediquen",beneficios,dediquen,36,Plur,Plur,Fin,3,2,2,13,test
"El presidente de la Generalitat añadió que el importe de la ayuda no debe de ser tan irrisorio como algunos lo han presentado "" cuando ha levantado tanta polémica e incluso será objeto de un recurso ante el Tribunal Constitucional "" .",El presidente de la Generalitat añadió,presidente,añadió,5,Sing,Sing,Fin,3,0,0,4,test
"También exigirán que las pensiones de viudedad pasen del actual 45% de la prestación que cobra el marido , al 70% .",También exigirán que las pensiones de viudedad pasen,pensiones,pasen,7,Plur,Plur,Fin,3,1,1,3,test
"También exigirán que las pensiones de viudedad pasen del actual 45% de la prestación que cobra el marido , al 70% .",También exigirán que las pensiones de viudedad pasen del actual 45% de la prestación que cobra,marido,cobra,15,Sing,Sing,Fin,3,0,0,2,test
"El accidentado fin de fiesta de Nochevieja en la plaza de Catalunya se agravó por la nula presencia de agentes del Cuerpo Nacional de Policía , según fuentes del Ayuntamiento de Barcelona .",El accidentado fin de fiesta de Nochevieja en la plaza de Catalunya se agravó,fin,agravó,13,Sing,Sing,Fin,3,2,0,11,test
"Los robos y altercados registrados durante la celebración retrasaron el operativo de limpieza de la plaza , cubierta de botellas rotas utilizadas como arma en algunas trifulcas .",Los robos y altercados registrados durante la celebración retrasaron,robos,retrasaron,8,Plur,Plur,Fin,3,2,1,7,test
